image,empty,not_adipocyte,adipocyte
5 BEEF Shoulder _r18_c24.jpg,0.102160,0.880268,0.017572
5 BEEF Shoulder _r18_c8.jpg,0.270841,0.715250,0.013910
5 BEEF Shoulder _r18_c9.jpg,0.014290,0.981999,0.003711
5 BEEF Shoulder _r19_c13.jpg,0.187025,0.799296,0.013679
5 BEEF Shoulder _r19_c14.jpg,0.150816,0.836196,0.012987
5 BEEF Shoulder _r19_c15.jpg,0.216998,0.591016,0.191986
5 BEEF Shoulder _r19_c16.jpg,0.198747,0.792930,0.008323
5 BEEF Shoulder _r19_c17.jpg,0.264894,0.726691,0.008415
5 BEEF Shoulder _r19_c18.jpg,0.294863,0.664700,0.040437
5 BEEF Shoulder _r19_c22.jpg,0.090542,0.873366,0.036092
5 BEEF Shoulder _r19_c23.jpg,0.410732,0.570777,0.018491
5 BEEF Shoulder _r19_c24.jpg,0.038502,0.892704,0.068794
5 BEEF Shoulder _r19_c25.jpg,0.053853,0.933179,0.012968
5 BEEF Shoulder _r19_c27.jpg,0.045654,0.911267,0.043080
5 BEEF Shoulder _r1_c21.jpg,0.137994,0.850150,0.011855
5 BEEF Shoulder _r1_c28.jpg,0.136776,0.835232,0.027992
5 BEEF Shoulder _r1_c29.jpg,0.230263,0.750225,0.019512
5 BEEF Shoulder _r1_c31.jpg,0.062007,0.929243,0.008750
5 BEEF Shoulder _r1_c32.jpg,0.021737,0.973343,0.004920
5 BEEF Shoulder _r1_c33.jpg,0.041633,0.909761,0.048606
5 BEEF Shoulder _r1_c34.jpg,0.088970,0.889952,0.021078
5 BEEF Shoulder _r1_c35.jpg,0.078987,0.764206,0.156807
5 BEEF Shoulder _r1_c36.jpg,0.043474,0.949380,0.007147
5 BEEF Shoulder _r1_c38.jpg,0.044323,0.821205,0.134471
5 BEEF Shoulder _r20_c11.jpg,0.031200,0.957154,0.011646
5 BEEF Shoulder _r20_c13.jpg,0.122899,0.862960,0.014140
5 BEEF Shoulder _r20_c15.jpg,0.055912,0.935763,0.008325
5 BEEF Shoulder _r20_c18.jpg,0.017075,0.954822,0.028104
5 BEEF Shoulder _r20_c22.jpg,0.112762,0.879043,0.008195
5 BEEF Shoulder _r21_c11.jpg,0.025642,0.952326,0.022031
5 BEEF Shoulder _r21_c14.jpg,0.120962,0.850947,0.028091
5 BEEF Shoulder _r21_c18.jpg,0.021605,0.970347,0.008047
5 BEEF Shoulder _r21_c20.jpg,0.037715,0.953692,0.008593
5 BEEF Shoulder _r21_c22.jpg,0.106514,0.849835,0.043650
5 BEEF Shoulder _r21_c9.jpg,0.012617,0.977894,0.009489
5 BEEF Shoulder _r22_c11.jpg,0.240784,0.722290,0.036926
5 BEEF Shoulder _r22_c12.jpg,0.074727,0.910751,0.014522
5 BEEF Shoulder _r22_c15.jpg,0.141029,0.844025,0.014946
5 BEEF Shoulder _r22_c18.jpg,0.005042,0.979396,0.015562
5 BEEF Shoulder _r22_c20.jpg,0.083406,0.895410,0.021184
5 BEEF Shoulder _r22_c23.jpg,0.033594,0.955940,0.010466
5 BEEF Shoulder _r22_c9.jpg,0.233470,0.699762,0.066769
5 BEEF Shoulder _r23_c20.jpg,0.011953,0.981426,0.006621
5 BEEF Shoulder _r23_c25.jpg,0.035431,0.922978,0.041590
5 BEEF Shoulder _r24_c11.jpg,0.146813,0.842399,0.010788
5 BEEF Shoulder _r24_c12.jpg,0.354017,0.609269,0.036714
5 BEEF Shoulder _r24_c18.jpg,0.042580,0.923069,0.034351
5 BEEF Shoulder _r24_c22.jpg,0.070201,0.905972,0.023828
5 BEEF Shoulder _r24_c24.jpg,0.118563,0.865319,0.016118
5 BEEF Shoulder _r24_c7.jpg,0.132693,0.853809,0.013498
5 BEEF Shoulder _r25_c12.jpg,0.045771,0.942474,0.011756
5 BEEF Shoulder _r25_c18.jpg,0.279919,0.698196,0.021885
5 BEEF Shoulder _r26_c10.jpg,0.408563,0.560286,0.031151
5 BEEF Shoulder _r26_c11.jpg,0.175267,0.739806,0.084927
5 BEEF Shoulder _r26_c12.jpg,0.287857,0.594682,0.117461
5 BEEF Shoulder _r26_c16.jpg,0.438609,0.539781,0.021611
5 BEEF Shoulder _r26_c27.jpg,0.246459,0.719772,0.033770
5 BEEF Shoulder _r26_c9.jpg,0.106810,0.877387,0.015803
5 BEEF Shoulder _r27_c11.jpg,0.131132,0.838391,0.030477
5 BEEF Shoulder _r27_c9.jpg,0.094886,0.885086,0.020028
5 BEEF Shoulder _r28_c11.jpg,0.059019,0.903511,0.037470
5 BEEF Shoulder _r28_c2.jpg,0.607353,0.347293,0.045354
5 BEEF Shoulder _r28_c29.jpg,0.203877,0.746393,0.049729
5 BEEF Shoulder _r29_c11.jpg,0.026435,0.967477,0.006088
5 BEEF Shoulder _r29_c13.jpg,0.054969,0.931500,0.013531
5 BEEF Shoulder _r29_c40.jpg,0.411830,0.454959,0.133210
5 BEEF Shoulder _r29_c8.jpg,0.014315,0.977903,0.007782
5 BEEF Shoulder _r29_c9.jpg,0.038409,0.912050,0.049541
5 BEEF Shoulder _r2_c12.jpg,0.099079,0.894633,0.006289
5 BEEF Shoulder _r2_c27.jpg,0.629825,0.364581,0.005594
5 BEEF Shoulder _r2_c28.jpg,0.220181,0.759456,0.020363
5 BEEF Shoulder _r2_c29.jpg,0.225125,0.771515,0.003360
5 BEEF Shoulder _r2_c30.jpg,0.146084,0.835971,0.017945
5 BEEF Shoulder _r2_c31.jpg,0.250837,0.720152,0.029011
5 BEEF Shoulder _r2_c32.jpg,0.266311,0.706257,0.027433
5 BEEF Shoulder _r2_c35.jpg,0.130067,0.841022,0.028911
5 BEEF Shoulder _r2_c36.jpg,0.021979,0.960502,0.017519
5 BEEF Shoulder _r30_c11.jpg,0.357383,0.607104,0.035512
5 BEEF Shoulder _r30_c8.jpg,0.177612,0.805799,0.016589
5 BEEF Shoulder _r30_c9.jpg,0.083683,0.876498,0.039819
5 BEEF Shoulder _r31_c7.jpg,0.167822,0.806821,0.025357
5 BEEF Shoulder _r32_c8.jpg,0.123711,0.850037,0.026252
5 BEEF Shoulder _r32_c9.jpg,0.040039,0.938994,0.020967
5 BEEF Shoulder _r33_c11.jpg,0.033446,0.938405,0.028150
5 BEEF Shoulder _r33_c16.jpg,0.443175,0.540431,0.016394
5 BEEF Shoulder _r34_c16.jpg,0.322672,0.643639,0.033690
5 BEEF Shoulder _r35_c15.jpg,0.191975,0.751493,0.056532
5 BEEF Shoulder _r35_c22.jpg,0.127944,0.855686,0.016370
5 BEEF Shoulder _r36_c11.jpg,0.197903,0.749620,0.052477
5 BEEF Shoulder _r36_c15.jpg,0.118804,0.849250,0.031946
5 BEEF Shoulder _r36_c19.jpg,0.207083,0.780402,0.012515
5 BEEF Shoulder _r3_c11.jpg,0.652252,0.278060,0.069689
5 BEEF Shoulder _r3_c25.jpg,0.126161,0.860701,0.013138
5 BEEF Shoulder _r3_c26.jpg,0.226318,0.743876,0.029807
5 BEEF Shoulder _r3_c27.jpg,0.058554,0.934535,0.006911
5 BEEF Shoulder _r3_c30.jpg,0.130355,0.859376,0.010269
5 BEEF Shoulder _r3_c31.jpg,0.148303,0.843157,0.008540
5 BEEF Shoulder _r3_c33.jpg,0.059477,0.931896,0.008627
5 BEEF Shoulder _r3_c34.jpg,0.047811,0.945959,0.006230
5 BEEF Shoulder _r41_c24.jpg,0.204166,0.778493,0.017341
5 BEEF Shoulder _r42_c0.jpg,0.890080,0.095137,0.014783
5 BEEF Shoulder _r42_c18.jpg,0.016636,0.975241,0.008124
5 BEEF Shoulder _r43_c0.jpg,0.788991,0.180446,0.030563
5 BEEF Shoulder _r44_c0.jpg,0.657522,0.250604,0.091875
5 BEEF Shoulder _r44_c40.jpg,0.821069,0.155708,0.023223
5 BEEF Shoulder _r45_c0.jpg,0.770530,0.206366,0.023105
5 BEEF Shoulder _r45_c40.jpg,0.693028,0.272850,0.034122
5 BEEF Shoulder _r46_c0.jpg,0.833759,0.151420,0.014821
5 BEEF Shoulder _r47_c4.jpg,0.092752,0.751214,0.156033
5 BEEF Shoulder _r48_c0.jpg,0.827527,0.138395,0.034078
5 BEEF Shoulder _r49_c0.jpg,0.347006,0.383412,0.269582
5 BEEF Shoulder _r4_c11.jpg,0.593290,0.402289,0.004421
5 BEEF Shoulder _r4_c25.jpg,0.008122,0.972586,0.019292
5 BEEF Shoulder _r4_c26.jpg,0.005892,0.990110,0.003997
5 BEEF Shoulder _r4_c27.jpg,0.210813,0.768927,0.020260
5 BEEF Shoulder _r4_c29.jpg,0.022573,0.971471,0.005957
5 BEEF Shoulder _r4_c30.jpg,0.105766,0.882751,0.011482
5 BEEF Shoulder _r4_c31.jpg,0.265114,0.733014,0.001872
5 BEEF Shoulder _r4_c32.jpg,0.351109,0.637336,0.011555
5 BEEF Shoulder _r4_c34.jpg,0.249736,0.742033,0.008230
5 BEEF Shoulder _r4_c9.jpg,0.127843,0.846851,0.025305
5 BEEF Shoulder _r54_c0.jpg,0.493214,0.421167,0.085619
5 BEEF Shoulder _r54_c10.jpg,0.953570,0.043018,0.003413
5 BEEF Shoulder _r56_c0.jpg,0.242929,0.613448,0.143623
5 BEEF Shoulder _r56_c10.jpg,0.542561,0.402602,0.054837
5 BEEF Shoulder _r57_c0.jpg,0.237364,0.714870,0.047766
5 BEEF Shoulder _r57_c40.jpg,0.924812,0.050415,0.024773
5 BEEF Shoulder _r57_c41.jpg,0.997352,0.002086,0.000562
5 BEEF Shoulder _r58_c40.jpg,0.977776,0.016429,0.005795
5 BEEF Shoulder _r59_c0.jpg,0.406219,0.506218,0.087563
5 BEEF Shoulder _r5_c22.jpg,0.009194,0.984259,0.006547
5 BEEF Shoulder _r5_c23.jpg,0.442671,0.542094,0.015235
5 BEEF Shoulder _r5_c26.jpg,0.505123,0.478552,0.016325
5 BEEF Shoulder _r5_c27.jpg,0.035352,0.949968,0.014680
5 BEEF Shoulder _r5_c28.jpg,0.047633,0.947901,0.004466
5 BEEF Shoulder _r5_c29.jpg,0.052309,0.938175,0.009516
5 BEEF Shoulder _r5_c30.jpg,0.406463,0.589523,0.004014
5 BEEF Shoulder _r5_c31.jpg,0.124137,0.869168,0.006695
5 BEEF Shoulder _r5_c32.jpg,0.035264,0.953467,0.011269
5 BEEF Shoulder _r60_c0.jpg,0.938448,0.049786,0.011766
5 BEEF Shoulder _r60_c18.jpg,0.794894,0.173317,0.031789
5 BEEF Shoulder _r60_c20.jpg,0.426072,0.490324,0.083604
5 BEEF Shoulder _r60_c39.jpg,0.990913,0.007757,0.001331
5 BEEF Shoulder _r61_c0.jpg,0.944472,0.050269,0.005259
5 BEEF Shoulder _r61_c1.jpg,0.849736,0.100297,0.049967
5 BEEF Shoulder _r61_c17.jpg,0.948529,0.036243,0.015227
5 BEEF Shoulder _r61_c18.jpg,0.667436,0.268597,0.063967
5 BEEF Shoulder _r61_c19.jpg,0.781482,0.212117,0.006402
5 BEEF Shoulder _r61_c20.jpg,0.515429,0.407224,0.077348
5 BEEF Shoulder _r61_c22.jpg,0.797480,0.179467,0.023053
5 BEEF Shoulder _r61_c39.jpg,0.990303,0.008864,0.000833
5 BEEF Shoulder _r6_c17.jpg,0.151625,0.837801,0.010574
5 BEEF Shoulder _r6_c18.jpg,0.170998,0.813073,0.015929
5 BEEF Shoulder _r6_c20.jpg,0.007578,0.979535,0.012887
5 BEEF Shoulder _r6_c21.jpg,0.009893,0.968822,0.021286
5 BEEF Shoulder _r6_c22.jpg,0.036818,0.904029,0.059154
5 BEEF Shoulder _r6_c24.jpg,0.123349,0.869213,0.007438
5 BEEF Shoulder _r6_c27.jpg,0.118605,0.865837,0.015558
5 BEEF Shoulder _r6_c28.jpg,0.029597,0.918464,0.051939
5 BEEF Shoulder _r6_c29.jpg,0.008244,0.986672,0.005085
5 BEEF Shoulder _r6_c30.jpg,0.025147,0.953772,0.021081
5 BEEF Shoulder _r6_c31.jpg,0.029045,0.960936,0.010019
5 BEEF Shoulder _r6_c32.jpg,0.012810,0.972968,0.014222
5 BEEF Shoulder _r7_c16.jpg,0.051214,0.946508,0.002278
5 BEEF Shoulder _r7_c19.jpg,0.111257,0.878601,0.010142
5 BEEF Shoulder _r7_c20.jpg,0.051867,0.914575,0.033558
5 BEEF Shoulder _r7_c22.jpg,0.067863,0.918694,0.013443
5 BEEF Shoulder _r7_c24.jpg,0.343803,0.448108,0.208090
5 BEEF Shoulder _r7_c27.jpg,0.015673,0.978041,0.006286
5 BEEF Shoulder _r7_c31.jpg,0.079645,0.915739,0.004616
5 BEEF Shoulder _r7_c33.jpg,0.014945,0.972050,0.013004
5 BEEF Shoulder _r8_c15.jpg,0.273360,0.710552,0.016088
5 BEEF Shoulder _r8_c18.jpg,0.157109,0.834599,0.008292
5 BEEF Shoulder _r8_c24.jpg,0.259336,0.707174,0.033490
5 BEEF Shoulder _r8_c25.jpg,0.007217,0.991264,0.001519
5 BEEF Shoulder _r8_c26.jpg,0.172318,0.790235,0.037446
5 BEEF Shoulder _r8_c27.jpg,0.032736,0.961014,0.006250
5 BEEF Shoulder _r8_c28.jpg,0.054379,0.917123,0.028498
5 BEEF Shoulder _r8_c30.jpg,0.254920,0.707123,0.037958
5 BEEF Shoulder _r8_c31.jpg,0.048646,0.939840,0.011514
5 BEEF Shoulder _r8_c32.jpg,0.014789,0.979810,0.005401
5 BEEF Shoulder _r8_c33.jpg,0.092457,0.897667,0.009876
5 BEEF Shoulder _r9_c15.jpg,0.013595,0.977887,0.008518
5 BEEF Shoulder _r9_c25.jpg,0.062374,0.918935,0.018691
5 BEEF Shoulder _r9_c27.jpg,0.028570,0.951354,0.020076
5 BEEF Shoulder _r9_c29.jpg,0.459903,0.518429,0.021668
5 BEEF Shoulder _r9_c30.jpg,0.287721,0.699112,0.013167
5 BEEF Shoulder _r9_c31.jpg,0.027456,0.961015,0.011529
5 BEEF Shoulder _r9_c8.jpg,0.412820,0.578832,0.008348
5th meat, 400g, placeholder and black plate_r0_c10.jpg,0.002947,0.962384,0.034669
5th meat, 400g, placeholder and black plate_r0_c11.jpg,0.048894,0.945054,0.006052
5th meat, 400g, placeholder and black plate_r0_c12.jpg,0.021557,0.975257,0.003186
5th meat, 400g, placeholder and black plate_r0_c13.jpg,0.019304,0.966227,0.014469
5th meat, 400g, placeholder and black plate_r0_c14.jpg,0.006769,0.985681,0.007549
5th meat, 400g, placeholder and black plate_r0_c15.jpg,0.007104,0.979644,0.013251
5th meat, 400g, placeholder and black plate_r0_c16.jpg,0.015289,0.951116,0.033595
5th meat, 400g, placeholder and black plate_r0_c17.jpg,0.152401,0.810150,0.037449
5th meat, 400g, placeholder and black plate_r0_c18.jpg,0.015181,0.971866,0.012953
5th meat, 400g, placeholder and black plate_r0_c19.jpg,0.008914,0.893251,0.097835
5th meat, 400g, placeholder and black plate_r0_c20.jpg,0.012491,0.896171,0.091338
5th meat, 400g, placeholder and black plate_r0_c5.jpg,0.050011,0.938621,0.011368
5th meat, 400g, placeholder and black plate_r0_c9.jpg,0.007088,0.989266,0.003646
5th meat, 400g, placeholder and black plate_r10_c1.jpg,0.269134,0.722255,0.008611
5th meat, 400g, placeholder and black plate_r10_c10.jpg,0.079715,0.861573,0.058711
5th meat, 400g, placeholder and black plate_r10_c5.jpg,0.060573,0.931404,0.008024
5th meat, 400g, placeholder and black plate_r10_c6.jpg,0.175206,0.818782,0.006012
5th meat, 400g, placeholder and black plate_r10_c7.jpg,0.299954,0.686447,0.013599
5th meat, 400g, placeholder and black plate_r10_c8.jpg,0.288560,0.646962,0.064478
5th meat, 400g, placeholder and black plate_r10_c9.jpg,0.086347,0.863853,0.049800
5th meat, 400g, placeholder and black plate_r11_c5.jpg,0.027636,0.944004,0.028360
5th meat, 400g, placeholder and black plate_r12_c10.jpg,0.019498,0.977094,0.003408
5th meat, 400g, placeholder and black plate_r12_c5.jpg,0.007196,0.984837,0.007968
5th meat, 400g, placeholder and black plate_r13_c7.jpg,0.030749,0.950484,0.018768
5th meat, 400g, placeholder and black plate_r14_c10.jpg,0.039456,0.958327,0.002217
5th meat, 400g, placeholder and black plate_r14_c8.jpg,0.018522,0.961973,0.019505
5th meat, 400g, placeholder and black plate_r14_c9.jpg,0.032989,0.959668,0.007344
5th meat, 400g, placeholder and black plate_r16_c1.jpg,0.071602,0.913233,0.015164
5th meat, 400g, placeholder and black plate_r17_c3.jpg,0.013202,0.983885,0.002913
5th meat, 400g, placeholder and black plate_r18_c10.jpg,0.020726,0.972288,0.006986
5th meat, 400g, placeholder and black plate_r18_c3.jpg,0.018991,0.969545,0.011464
5th meat, 400g, placeholder and black plate_r19_c10.jpg,0.030241,0.950333,0.019426
5th meat, 400g, placeholder and black plate_r19_c12.jpg,0.025683,0.951054,0.023262
5th meat, 400g, placeholder and black plate_r1_c1.jpg,0.010723,0.985211,0.004066
5th meat, 400g, placeholder and black plate_r1_c10.jpg,0.082705,0.913942,0.003353
5th meat, 400g, placeholder and black plate_r1_c12.jpg,0.006380,0.990228,0.003391
5th meat, 400g, placeholder and black plate_r1_c14.jpg,0.031473,0.949759,0.018769
5th meat, 400g, placeholder and black plate_r1_c15.jpg,0.038201,0.934358,0.027441
5th meat, 400g, placeholder and black plate_r1_c16.jpg,0.312069,0.663211,0.024720
5th meat, 400g, placeholder and black plate_r1_c17.jpg,0.032259,0.956250,0.011491
5th meat, 400g, placeholder and black plate_r1_c18.jpg,0.020759,0.948516,0.030725
5th meat, 400g, placeholder and black plate_r1_c19.jpg,0.031700,0.943538,0.024762
5th meat, 400g, placeholder and black plate_r1_c20.jpg,0.021121,0.963722,0.015157
5th meat, 400g, placeholder and black plate_r1_c8.jpg,0.116166,0.868436,0.015398
5th meat, 400g, placeholder and black plate_r1_c9.jpg,0.032196,0.962664,0.005140
5th meat, 400g, placeholder and black plate_r21_c10.jpg,0.005790,0.975676,0.018535
5th meat, 400g, placeholder and black plate_r21_c7.jpg,0.071439,0.921362,0.007198
5th meat, 400g, placeholder and black plate_r22_c12.jpg,0.011002,0.981307,0.007691
5th meat, 400g, placeholder and black plate_r23_c12.jpg,0.011048,0.957443,0.031509
5th meat, 400g, placeholder and black plate_r23_c14.jpg,0.003696,0.995468,0.000836
5th meat, 400g, placeholder and black plate_r27_c1.jpg,0.049301,0.943305,0.007394
5th meat, 400g, placeholder and black plate_r27_c3.jpg,0.367140,0.608698,0.024163
5th meat, 400g, placeholder and black plate_r28_c2.jpg,0.747798,0.242722,0.009479
5th meat, 400g, placeholder and black plate_r28_c3.jpg,0.227833,0.760327,0.011840
5th meat, 400g, placeholder and black plate_r28_c7.jpg,0.046638,0.882263,0.071099
5th meat, 400g, placeholder and black plate_r28_c8.jpg,0.041366,0.852491,0.106143
5th meat, 400g, placeholder and black plate_r29_c3.jpg,0.055304,0.880437,0.064259
5th meat, 400g, placeholder and black plate_r30_c3.jpg,0.017516,0.979574,0.002911
5th meat, 400g, placeholder and black plate_r30_c9.jpg,0.058862,0.918601,0.022537
5th meat, 400g, placeholder and black plate_r3_c1.jpg,0.079516,0.908687,0.011797
5th meat, 400g, placeholder and black plate_r4_c14.jpg,0.109929,0.871292,0.018779
5th meat, 400g, placeholder and black plate_r4_c5.jpg,0.170500,0.821351,0.008149
5th meat, 400g, placeholder and black plate_r5_c0.jpg,0.182099,0.811170,0.006731
5th meat, 400g, placeholder and black plate_r5_c1.jpg,0.010705,0.984717,0.004578
5th meat, 400g, placeholder and black plate_r6_c19.jpg,0.011242,0.977043,0.011715
5th meat, 400g, placeholder and black plate_r6_c20.jpg,0.012589,0.971274,0.016137
5th meat, 400g, placeholder and black plate_r7_c1.jpg,0.112085,0.877888,0.010027
5th meat, 400g, placeholder and black plate_r7_c15.jpg,0.019775,0.975056,0.005169
5th meat, 400g, placeholder and black plate_r7_c2.jpg,0.018304,0.980210,0.001486
5th meat, 400g, placeholder and black plate_r7_c3.jpg,0.101303,0.877589,0.021108
5th meat, 400g, placeholder and black plate_r7_c5.jpg,0.156499,0.820009,0.023492
5th meat, 400g, placeholder and black plate_r7_c6.jpg,0.044451,0.942767,0.012782
5th meat, 400g, placeholder and black plate_r8_c1.jpg,0.070766,0.888496,0.040738
5th meat, 400g, placeholder and black plate_r8_c17.jpg,0.094013,0.760357,0.145631
5th meat, 400g, placeholder and black plate_r8_c2.jpg,0.253064,0.720843,0.026093
5th meat, 400g, placeholder and black plate_r8_c4.jpg,0.204159,0.782791,0.013050
5th meat, 400g, placeholder and black plate_r8_c5.jpg,0.233155,0.746865,0.019980
5th meat, 400g, placeholder and black plate_r8_c7.jpg,0.046427,0.951876,0.001697
5th meat, 400g, placeholder and black plate_r9_c1.jpg,0.082191,0.910343,0.007466
5th meat, 400g, placeholder and black plate_r9_c3.jpg,0.076137,0.904043,0.019820
5th meat, 400g, placeholder and black plate_r9_c4.jpg,0.020195,0.974649,0.005156
5th meat, 400g, placeholder and black plate_r9_c5.jpg,0.015200,0.980558,0.004242
5th meat, 400g, placeholder and black plate_r9_c6.jpg,0.152502,0.840052,0.007446
5th meat, 400g, placeholder and black plate_r9_c7.jpg,0.028089,0.940942,0.030969
5th meat, 400g, placeholder and black plate_r9_c8.jpg,0.013705,0.975871,0.010424
6 BEEF Shoulder -1_r14_c27.jpg,0.158837,0.836646,0.004517
6 BEEF Shoulder -1_r15_c10.jpg,0.091448,0.879183,0.029369
6 BEEF Shoulder -1_r15_c27.jpg,0.050158,0.926558,0.023285
6 BEEF Shoulder -1_r17_c8.jpg,0.145212,0.847732,0.007056
6 BEEF Shoulder -1_r18_c21.jpg,0.280017,0.640780,0.079203
6 BEEF Shoulder -1_r18_c23.jpg,0.078372,0.853621,0.068007
6 BEEF Shoulder -1_r18_c41.jpg,0.945799,0.049346,0.004855
6 BEEF Shoulder -1_r18_c6.jpg,0.127755,0.849868,0.022376
6 BEEF Shoulder -1_r19_c10.jpg,0.011266,0.982910,0.005824
6 BEEF Shoulder -1_r19_c23.jpg,0.052510,0.936869,0.010621
6 BEEF Shoulder -1_r19_c24.jpg,0.050073,0.873234,0.076693
6 BEEF Shoulder -1_r19_c25.jpg,0.144776,0.781741,0.073483
6 BEEF Shoulder -1_r19_c28.jpg,0.326213,0.649969,0.023818
6 BEEF Shoulder -1_r19_c41.jpg,0.961365,0.034442,0.004192
6 BEEF Shoulder -1_r20_c10.jpg,0.174890,0.806736,0.018374
6 BEEF Shoulder -1_r20_c23.jpg,0.180963,0.809031,0.010006
6 BEEF Shoulder -1_r20_c31.jpg,0.015768,0.971226,0.013006
6 BEEF Shoulder -1_r20_c9.jpg,0.015361,0.975874,0.008765
6 BEEF Shoulder -1_r21_c0.jpg,0.985128,0.009802,0.005070
6 BEEF Shoulder -1_r21_c23.jpg,0.640753,0.323287,0.035961
6 BEEF Shoulder -1_r21_c41.jpg,0.978278,0.018459,0.003263
6 BEEF Shoulder -1_r21_c9.jpg,0.085950,0.836914,0.077136
6 BEEF Shoulder -1_r22_c0.jpg,0.965589,0.022661,0.011750
6 BEEF Shoulder -1_r22_c23.jpg,0.521554,0.452099,0.026347
6 BEEF Shoulder -1_r22_c30.jpg,0.077139,0.870620,0.052241
6 BEEF Shoulder -1_r22_c31.jpg,0.075071,0.897076,0.027854
6 BEEF Shoulder -1_r22_c32.jpg,0.155544,0.820538,0.023918
6 BEEF Shoulder -1_r23_c0.jpg,0.981087,0.015148,0.003765
6 BEEF Shoulder -1_r23_c10.jpg,0.201901,0.691497,0.106603
6 BEEF Shoulder -1_r23_c41.jpg,0.962600,0.031030,0.006369
6 BEEF Shoulder -1_r24_c0.jpg,0.984068,0.012886,0.003047
6 BEEF Shoulder -1_r24_c41.jpg,0.975910,0.016722,0.007367
6 BEEF Shoulder -1_r24_c42.jpg,0.992797,0.006198,0.001004
6 BEEF Shoulder -1_r25_c0.jpg,0.987949,0.010993,0.001058
6 BEEF Shoulder -1_r25_c1.jpg,0.992460,0.006269,0.001271
6 BEEF Shoulder -1_r25_c31.jpg,0.004117,0.903755,0.092128
6 BEEF Shoulder -1_r25_c41.jpg,0.983746,0.012922,0.003332
6 BEEF Shoulder -1_r25_c42.jpg,0.971877,0.026619,0.001504
6 BEEF Shoulder -1_r26_c0.jpg,0.990265,0.008208,0.001527
6 BEEF Shoulder -1_r26_c1.jpg,0.971936,0.021944,0.006120
6 BEEF Shoulder -1_r26_c42.jpg,0.973796,0.020557,0.005647
6 BEEF Shoulder -1_r27_c0.jpg,0.989612,0.008309,0.002079
6 BEEF Shoulder -1_r27_c1.jpg,0.989848,0.006323,0.003829
6 BEEF Shoulder -1_r27_c2.jpg,0.974310,0.016383,0.009307
6 BEEF Shoulder -1_r28_c0.jpg,0.985795,0.011209,0.002996
6 BEEF Shoulder -1_r28_c1.jpg,0.966758,0.026551,0.006691
6 BEEF Shoulder -1_r28_c2.jpg,0.963923,0.027990,0.008087
6 BEEF Shoulder -1_r28_c41.jpg,0.783082,0.177216,0.039702
6 BEEF Shoulder -1_r29_c0.jpg,0.983353,0.014850,0.001797
6 BEEF Shoulder -1_r29_c1.jpg,0.989601,0.006893,0.003506
6 BEEF Shoulder -1_r30_c0.jpg,0.977454,0.018471,0.004075
6 BEEF Shoulder -1_r30_c1.jpg,0.994111,0.004874,0.001014
6 BEEF Shoulder -1_r30_c2.jpg,0.990146,0.008089,0.001765
6 BEEF Shoulder -1_r30_c41.jpg,0.829716,0.152838,0.017446
6 BEEF Shoulder -1_r31_c1.jpg,0.986945,0.010390,0.002665
6 BEEF Shoulder -1_r31_c2.jpg,0.982342,0.013768,0.003890
6 BEEF Shoulder -1_r31_c41.jpg,0.912836,0.071398,0.015766
6 BEEF Shoulder -1_r32_c1.jpg,0.997952,0.001636,0.000412
6 BEEF Shoulder -1_r32_c41.jpg,0.929070,0.057192,0.013737
6 BEEF Shoulder -1_r33_c1.jpg,0.988749,0.009318,0.001933
6 BEEF Shoulder -1_r33_c41.jpg,0.981381,0.014815,0.003804
6 BEEF Shoulder -1_r34_c0.jpg,0.958934,0.038649,0.002417
6 BEEF Shoulder -1_r34_c1.jpg,0.985260,0.010827,0.003913
6 BEEF Shoulder -1_r34_c41.jpg,0.978264,0.018289,0.003447
6 BEEF Shoulder -1_r35_c0.jpg,0.935099,0.057870,0.007031
6 BEEF Shoulder -1_r35_c1.jpg,0.987087,0.009550,0.003363
6 BEEF Shoulder -1_r35_c41.jpg,0.880958,0.089342,0.029700
6 BEEF Shoulder -1_r35_c42.jpg,0.972514,0.024112,0.003374
6 BEEF Shoulder -1_r36_c0.jpg,0.993965,0.005105,0.000930
6 BEEF Shoulder -1_r36_c1.jpg,0.948227,0.042237,0.009537
6 BEEF Shoulder -1_r36_c41.jpg,0.979460,0.015614,0.004926
6 BEEF Shoulder -1_r36_c42.jpg,0.976843,0.016946,0.006211
6 BEEF Shoulder -1_r37_c0.jpg,0.989109,0.009391,0.001499
6 BEEF Shoulder -1_r37_c1.jpg,0.980737,0.015098,0.004165
6 BEEF Shoulder -1_r37_c41.jpg,0.969820,0.021257,0.008923
6 BEEF Shoulder -1_r37_c42.jpg,0.987809,0.010852,0.001340
6 BEEF Shoulder -1_r38_c0.jpg,0.993720,0.005609,0.000670
6 BEEF Shoulder -1_r38_c1.jpg,0.985670,0.010777,0.003553
6 BEEF Shoulder -1_r38_c41.jpg,0.990204,0.007699,0.002096
6 BEEF Shoulder -1_r38_c42.jpg,0.995891,0.003451,0.000658
6 BEEF Shoulder -1_r39_c0.jpg,0.983974,0.014002,0.002024
6 BEEF Shoulder -1_r39_c1.jpg,0.964426,0.025354,0.010220
6 BEEF Shoulder -1_r39_c41.jpg,0.909821,0.065246,0.024932
6 BEEF Shoulder -1_r39_c42.jpg,0.995762,0.003597,0.000641
6 BEEF Shoulder -1_r40_c0.jpg,0.965857,0.030020,0.004123
